Suburb,Rooms,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Propertycount
Middle Park,3,2350000,4.1,3206,3,1,2,277,132,2019
Middle Park,3,2956000,4.1,3206,3,2,0,300,,2019
Middle Park,2,535000,4.1,3206,2,1,1,760,58,2019
Middle Park,1,400000,4.1,3206,1,1,1,0,,2019
Middle Park,2,1690000,4.1,3206,2,1,1,145,,2019
Middle Park,2,1020000,4.1,3206,2,1,1,107,,2019
Middle Park,2,1515000,4.1,3206,3,1,0,98,,2019
Middle Park,2,700000,4.1,3206,2,1,1,0,67,2019
Middle Park,3,2360000,4.1,3206,3,1,1,288,,2019
Middle Park,3,2005000,4.1,3206,3,1,0,220,,2019
Middle Park,2,702000,4.1,3206,2,1,1,0,,2019
Middle Park,4,3120000,4.1,3206,4,2,1,182,100,2019
Middle Park,2,1025000,4.1,3206,2,1,0,123,73,2019
Middle Park,2,1920000,4.1,3206,2,1,0,152,82,2019
Middle Park,3,2623000,4.1,3206,3,2,2,181,212,2019
Middle Park,3,1500000,4.1,3206,3,2,1,151,165,2019
Middle Park,2,1630000,4.1,3206,2,1,0,152,113,2019
Middle Park,3,1910000,4.1,3206,3,1,3,217,125,2019
Mont Albert,2,1320000,11.8,3127,2,1,1,613,115,2079
Mont Albert,4,2850000,11.8,3127,4,2,2,1388,,2079
Mont Albert,2,750000,11.8,3127,2,2,2,0,80,2079
Mont Albert,3,2588000,11.8,3127,3,3,2,1149,225,2079
Mont Albert,5,1955000,11.8,3127,5,3,2,424,,2079
Mont Albert,5,1400000,11.8,3127,5,4,2,355,25,2079
Mont Albert,2,665000,11.8,3127,2,2,2,1291,,2079
Mont Albert,5,2714000,11.8,3127,5,2,2,1053,,2079
Mont Albert,6,2350000,11.8,3127,6,3,3,2026,,2079
Mont Albert,4,2200000,11.8,3127,4,2,2,931,199,2079
Mont Albert,2,660000,11.8,3127,2,2,1,146,,2079
Mont Albert,3,1310000,11.8,3127,3,2,2,330,148,2079
Mont Albert,2,540000,11.8,3127,2,1,1,0,,2079
Mont Albert,4,2335000,11.8,3127,4,2,2,813,170,2079
Mont Albert,4,2000000,11.8,3127,3,2,1,626,,2079
Mont Albert,5,1815000,11.8,3127,5,1,0,711,207,2079
Mont Albert,2,725000,11.8,3127,2,2,2,0,116,2079
Mont Albert,4,3900000,11.8,3127,4,2,6,2187,327,2079
Mont Albert,2,666000,11.8,3127,2,1,1,0,,2079
Mont Albert,3,1200000,11.8,3127,3,2,2,255,152,2079
Mont Albert,3,1564000,11.8,3127,3,2,2,640,117,2079
Mont Albert,2,520000,11.8,3127,2,1,1,0,92,2079
Moonee Ponds,3,670000,6.9,3039,3,2,2,0,120,6232
Moonee Ponds,4,1715000,6.9,3039,4,2,3,668,,6232
Moonee Ponds,3,1055000,6.9,3039,3,2,2,0,189,6232
Moonee Ponds,2,348000,6.9,3039,2,1,1,0,63,6232
Moonee Ponds,4,1780000,6.9,3039,4,3,2,615,201,6232
Moonee Ponds,6,2150000,6.9,3039,6,3,2,912,,6232
Moonee Ponds,5,1730000,6.9,3039,5,1,1,584,,6232
Moonee Ponds,3,1440000,6.9,3039,3,2,1,287,196,6232
Moonee Ponds,4,1225000,6.9,3039,4,1,1,388,120,6232
Moonee Ponds,4,1445000,6.9,3039,3,3,2,384,178,6232
Moonee Ponds,3,990000,6.9,3039,3,1,2,328,107,6232
Moonee Ponds,3,1400000,6.9,3039,3,2,2,597,,6232
Moonee Ponds,3,1550000,6.9,3039,3,2,3,477,258,6232
Moonee Ponds,3,1170000,6.9,3039,3,1,1,443,102,6232
Moonee Ponds,4,1120000,6.9,3039,4,1,1,571,138,6232
Moonee Ponds,2,675000,6.9,3039,2,1,1,206,,6232
Moonee Ponds,3,880000,6.9,3039,3,2,2,315,,6232
Moonee Ponds,4,1530000,6.9,3039,3,2,1,431,152,6232
Moonee Ponds,4,1350000,6.9,3039,4,2,2,447,,6232
Moonee Ponds,3,832000,6.9,3039,3,2,2,214,111,6232
Moonee Ponds,2,420000,6.9,3039,2,1,1,0,82,6232
Moonee Ponds,4,2400000,6.9,3039,4,4,2,636,308,6232
Moonee Ponds,3,565000,6.9,3039,2,2,1,0,115,6232
Moonee Ponds,2,550000,6.9,3039,2,1,1,0,85,6232
Moonee Ponds,4,1211000,6.9,3039,3,1,3,477,146,6232
Moonee Ponds,5,2405000,6.9,3039,5,2,1,0,,6232
Moonee Ponds,4,1395000,6.9,3039,4,1,2,603,,6232
Moonee Ponds,3,1630000,6.9,3039,3,2,0,408,199,6232
Moonee Ponds,3,1160000,6.9,3039,3,1,1,449,133,6232
Moonee Ponds,3,1065000,6.9,3039,3,1,1,395,,6232
Moonee Ponds,4,1361500,6.9,3039,4,1,2,453,145,6232
Moonee Ponds,2,945000,6.9,3039,2,1,0,225,97,6232
Moonee Ponds,1,360000,6.9,3039,1,1,1,0,54,6232
Moonee Ponds,2,860000,6.9,3039,2,1,1,301,80,6232
Moonee Ponds,3,1260000,6.9,3039,3,2,1,253,,6232
Moonee Ponds,4,1637000,6.9,3039,4,1,3,539,190,6232
Moonee Ponds,3,1505000,6.9,3039,3,2,2,249,168,6232
Moonee Ponds,2,515000,6.9,3039,2,1,1,1981,111,6232
Moonee Ponds,3,1100000,6.9,3039,3,1,2,572,,6232
Moonee Ponds,2,330000,6.9,3039,2,1,1,0,39,6232
Moonee Ponds,3,1145000,6.9,3039,3,2,2,478,,6232
Moonee Ponds,4,1322000,6.9,3039,3,1,1,549,192,6232
Moonee Ponds,2,1015000,6.9,3039,2,1,1,228,125,6232
Moonee Ponds,2,750000,6.9,3039,2,1,1,0,,6232
Moonee Ponds,2,1013000,6.9,3039,2,1,0,237,,6232
Moonee Ponds,3,840000,6.9,3039,3,1,0,307,136,6232
Moonee Ponds,4,1150000,6.9,3039,4,2,1,481,,6232
Moonee Ponds,5,1900000,6.9,3039,5,3,2,646,261,6232
Moonee Ponds,3,890500,6.9,3039,3,2,1,213,,6232
Moonee Ponds,5,2340000,6.9,3039,5,3,3,619,372,6232
Moonee Ponds,3,1370000,6.9,3039,3,1,2,427,,6232
Moonee Ponds,3,1400000,6.9,3039,3,2,2,394,160,6232
Moonee Ponds,4,1310000,6.9,3039,3,3,2,475,,6232
Moonee Ponds,4,1833000,6.9,3039,4,1,1,583,,6232
Moonee Ponds,3,855000,6.9,3039,3,1,1,274,,6232
Moonee Ponds,3,930000,6.9,3039,2,1,1,305,,6232
Moonee Ponds,4,1640000,6.9,3039,4,2,1,435,329,6232
Moonee Ponds,3,1480000,6.9,3039,3,1,2,436,142,6232
Moonee Ponds,2,672000,6.9,3039,2,1,2,230,,6232
Moonee Ponds,2,410000,6.9,3039,2,1,1,0,59,6232
Moonee Ponds,5,980000,6.9,3039,5,2,2,207,168,6232
Moonee Ponds,2,1055000,6.9,3039,2,1,1,292,,6232
Moonee Ponds,2,440000,6.9,3039,2,1,1,0,,6232
Moonee Ponds,3,1435000,6.9,3039,3,1,3,633,,6232
Moonee Ponds,4,1275000,6.9,3039,4,2,1,627,,6232
Moonee Ponds,3,842500,6.9,3039,3,2,1,216,156,6232
Moonee Ponds,4,1345000,6.9,3039,4,2,2,313,193,6232
Moonee Ponds,1,265000,6.9,3039,1,1,1,0,41,6232
Moonee Ponds,2,849000,6.9,3039,2,1,1,345,95,6232
Moonee Ponds,3,1425000,6.9,3039,3,1,1,526,159,6232
Moonee Ponds,3,1345000,6.9,3039,3,2,1,310,287,6232
Moonee Ponds,2,330000,6.9,3039,3,1,1,0,54,6232
Moonee Ponds,4,726000,6.9,3039,4,2,1,67,145,6232
Moonee Ponds,3,1250000,6.9,3039,3,2,1,283,222,6232
Moonee Ponds,3,870000,6.9,3039,3,2,2,156,152,6232
Moonee Ponds,2,801000,6.9,3039,2,1,0,133,,6232
Moonee Ponds,3,1725000,6.9,3039,3,2,3,596,203,6232
Moonee Ponds,1,415000,6.9,3039,1,1,1,0,,6232
Moonee Ponds,3,650000,6.9,3039,3,1,1,0,,6232
Moonee Ponds,2,600000,6.9,3039,2,1,1,166,81,6232
Moonee Ponds,4,1505000,6.9,3039,4,2,2,441,164,6232
Moonee Ponds,3,850000,6.9,3039,3,2,1,271,143,6232
Moonee Ponds,1,292000,6.9,3039,1,1,1,0,45,6232
Moonee Ponds,2,956000,6.9,3039,2,1,2,435,,6232
Moonee Ponds,5,1740000,6.9,3039,4,1,2,739,155,6232
Moonee Ponds,3,1683000,6.9,3039,3,2,2,222,,6232
Moonee Ponds,2,574000,6.9,3039,2,2,1,159,,6232
Moonee Ponds,2,470000,6.9,3039,2,1,1,0,65,6232
Moonee Ponds,3,1130000,6.9,3039,3,2,2,217,145,6232
Moonee Ponds,2,730000,6.9,3039,2,1,2,217,,6232
Moonee Ponds,2,831000,6.9,3039,2,1,1,0,,6232
Moonee Ponds,3,930000,6.9,3039,3,3,1,325,132,6232
Moonee Ponds,3,800000,6.9,3039,2,1,1,207,,6232
Moonee Ponds,3,1111000,6.9,3039,3,1,2,502,,6232
Moonee Ponds,2,900000,6.9,3039,2,1,1,339,,6232
Moonee Ponds,2,822500,6.9,3039,3,1,1,219,,6232
Moonee Ponds,4,1400000,6.9,3039,3,2,2,595,,6232
Moonee Ponds,1,336000,6.9,3039,1,1,1,0,50,6232
Moonee Ponds,2,800000,6.9,3039,2,2,2,239,120,6232
Moorabbin,3,1224000,14.6,3189,3,1,3,834,143,2555
Moorabbin,3,1020000,14.6,3189,3,1,3,771,,2555
Moorabbin,3,1000000,14.6,3189,3,2,2,573,150,2555
Moorabbin,1,380500,14.6,3189,1,1,1,106,51,2555
Moorabbin,4,930000,14.6,3189,4,3,2,443,4,2555
Moorabbin,3,1090000,14.6,3189,3,2,2,784,160,2555
Moorabbin,4,947500,14.6,3189,4,2,2,609,16,2555
Moorabbin,3,836000,14.6,3189,3,1,4,695,165,2555
Moorabbin,3,1417250,14.6,3189,3,2,2,653,180,2555
Moorabbin,3,980000,14.6,3189,3,1,2,623,119,2555
Moorabbin,3,1110000,14.6,3189,3,1,4,690,,2555
Moorabbin,2,950000,14.6,3189,2,1,3,649,75,2555
Moorabbin,4,1140000,14.6,3189,4,2,1,318,242,2555
Moorabbin,3,750000,14.6,3189,3,2,1,164,123,2555
Moorabbin,3,931000,14.6,3189,3,1,2,313,,2555
Moorabbin,4,1000000,14.6,3189,4,3,4,581,159,2555
Moorabbin,2,655000,14.6,3189,2,1,1,1202,,2555
Moorabbin,4,1200000,14.6,3189,4,2,1,696,214,2555
Moorabbin,3,987000,14.6,3189,3,1,1,603,112,2555
Moorabbin,3,937000,14.6,3189,3,2,1,534,104,2555
Moorabbin,4,1426000,14.6,3189,4,2,1,720,218,2555
Moorabbin,4,1016000,14.6,3189,4,3,2,272,188,2555
Moorabbin,3,910000,14.6,3189,3,2,2,312,,2555
Moorabbin,4,1385000,14.6,3189,4,2,2,807,,2555
Moorabbin,3,785000,14.6,3189,3,2,2,169,,2555
Moorabbin,3,901000,14.6,3189,2,2,3,558,133,2555
Moorabbin,4,1300000,14.6,3189,4,3,2,743,171,2555
Moorabbin,3,975000,14.6,3189,2,1,2,576,121,2555
Moorabbin,4,1070000,14.6,3189,4,2,1,603,140,2555
Moorabbin,2,639000,14.6,3189,2,1,1,83,79,2555
Moorabbin,2,605000,14.6,3189,2,1,2,180,68,2555
Moorabbin,3,960000,14.6,3189,3,1,1,593,115,2555
Moorabbin,3,725000,14.6,3189,3,2,1,374,137,2555
Moorabbin,3,981000,14.6,3189,2,1,2,601,,2555
Moorabbin,3,975000,14.6,3189,3,1,2,650,,2555
Moorabbin,3,800000,14.6,3189,3,2,2,261,107,2555
Moorabbin,4,921000,14.6,3189,4,1,2,592,,2555
Moorabbin,3,917000,14.6,3189,3,2,2,472,152,2555
Moorabbin,3,890000,14.6,3189,3,1,1,698,114,2555
Moorabbin,3,1008000,14.6,3189,3,2,1,1660,160,2555
Moorabbin,2,1191000,14.6,3189,2,1,2,756,97,2555
Moorabbin,4,1130000,14.6,3189,4,1,2,638,,2555
Moorabbin,2,776000,14.6,3189,2,1,1,209,101,2555
Moorabbin,4,1035000,14.6,3189,3,1,2,688,161,2555
Moorabbin,3,920000,14.6,3189,3,1,1,653,,2555
Moorabbin,4,1160000,14.6,3189,4,2,2,588,199,2555
Moorabbin,3,825000,14.6,3189,3,1,2,538,,2555
Moorabbin,3,800000,14.6,3189,3,2,1,0,,2555
Moorabbin,1,240000,14.6,3189,1,1,1,0,43,2555
Moorabbin,4,1105000,14.6,3189,3,2,2,220,187,2555
Newport,3,1025000,8.4,3015,3,2,2,301,195,5498
Newport,3,826000,8.4,3015,2,1,2,281,100,5498
Newport,3,900000,8.4,3015,3,2,2,194,176,5498
Newport,3,962000,8.4,3015,3,2,2,283,179,5498
Newport,2,800000,8.4,3015,2,1,1,244,73,5498
Newport,3,785000,8.4,3015,3,2,2,0,,5498
Newport,4,710000,8.4,3015,4,1,2,329,108,5498
Newport,3,920000,8.4,3015,3,2,2,296,,5498
Newport,4,940000,8.4,3015,3,2,1,379,172,5498
Newport,3,655800,8.4,3015,2,2,1,178,102,5498
Newport,4,1082000,8.4,3015,4,3,2,233,165,5498
Newport,3,1210000,8.4,3015,3,1,1,546,144,5498
Newport,3,880000,8.4,3015,3,1,1,557,111,5498
Newport,1,335000,8.4,3015,1,1,1,0,50,5498
Newport,4,1260000,8.4,3015,4,1,3,757,159,5498
Newport,3,1400000,8.4,3015,3,2,3,2522,195,5498
Newport,3,995000,8.4,3015,3,1,2,316,118,5498
Newport,4,1380000,8.4,3015,4,1,4,766,,5498
Newport,3,1220000,8.4,3015,3,2,0,311,,5498
Newport,3,785000,8.4,3015,3,1,1,185,,5498
Newport,2,962000,8.4,3015,2,1,1,402,94,5498
Newport,4,860000,8.4,3015,3,3,2,217,195,5498
Newport,5,1220000,8.4,3015,5,3,2,681,,5498
Newport,3,930000,8.4,3015,3,1,1,307,,5498
Newport,3,930000,8.4,3015,3,2,1,343,,5498
Newport,3,800000,8.4,3015,3,2,1,0,138,5498
Newport,3,1305000,8.4,3015,3,1,0,357,112,5498
Newport,3,1060000,8.4,3015,3,1,4,600,130,5498
Newport,2,485000,8.4,3015,2,1,1,0,65,5498
Newport,3,950000,8.4,3015,3,2,1,224,,5498
Newport,2,910000,8.4,3015,2,1,1,264,,5498
Newport,3,810000,8.4,3015,3,1,1,390,84,5498
Newport,3,776000,8.4,3015,3,1,3,363,,5498
Newport,3,1002500,8.4,3015,3,1,2,501,,5498
Newport,3,807500,8.4,3015,3,1,3,647,157,5498
Newport,2,1120000,8.4,3015,1,1,3,574,,5498
Newport,3,950000,8.4,3015,2,2,2,281,,5498
Newport,4,1620000,8.4,3015,4,3,1,425,233,5498
Newport,3,923000,8.4,3015,3,1,0,221,118,5498
Newport,2,1030000,8.4,3015,2,1,2,470,136,5498
Newport,3,1046000,8.4,3015,3,2,2,284,125,5498
Newport,3,716000,8.4,3015,3,1,2,268,,5498
Newport,2,740000,8.4,3015,2,2,1,213,127,5498
Newport,4,970000,8.4,3015,3,1,1,619,151,5498
Newport,3,735000,8.4,3015,3,2,2,0,162,5498
Newport,2,762000,8.4,3015,2,1,2,451,,5498
Newport,2,485000,8.4,3015,2,1,1,0,63,5498
Newport,3,950000,8.4,3015,3,1,2,453,145,5498
Newport,4,1280000,8.4,3015,4,2,1,458,153,5498
Newport,4,1040000,8.4,3015,3,2,2,299,198,5498
Newport,2,922000,8.4,3015,2,1,0,301,380,5498
Newport,5,2415000,8.4,3015,3,3,2,803,293,5498
Newport,4,1115000,8.4,3015,4,1,1,0,163,5498
Newport,3,1675000,8.4,3015,3,2,2,575,,5498
Newport,3,1176000,8.4,3015,3,1,2,767,111,5498
Newport,4,1265000,8.4,3015,5,2,2,774,185,5498
Newport,2,801000,8.4,3015,1,1,1,343,106,5498
Newport,3,1185000,8.4,3015,3,1,2,771,,5498
Newport,3,770000,8.4,3015,3,2,2,224,132,5498
Newport,3,1200000,8.4,3015,3,2,0,288,,5498
Newport,3,993000,8.4,3015,3,2,2,348,158,5498
Newport,3,901000,8.4,3015,3,1,1,557,,5498
Newport,2,650000,8.4,3015,2,1,1,149,62,5498
Newport,3,891500,8.4,3015,3,1,0,344,130,5498
Newport,4,3420000,8.4,3015,4,2,2,757,,5498
Newport,3,805000,8.4,3015,3,1,2,322,104,5498
Newport,2,680000,8.4,3015,2,1,1,229,101,5498
Newport,4,827500,8.4,3015,4,3,2,221,,5498
Newport,2,793000,8.4,3015,2,1,1,144,140,5498
Newport,3,988000,8.4,3015,3,1,1,450,,5498
Newport,3,747000,8.4,3015,3,2,2,753,170,5498
Newport,3,910000,8.4,3015,3,1,2,531,,5498
Newport,2,896000,8.4,3015,2,1,0,297,95,5498
Newport,2,890000,8.4,3015,2,1,0,168,90,5498
Newport,3,1199000,8.4,3015,3,1,3,506,,5498
Newport,3,1100000,8.4,3015,3,2,1,293,,5498
Newport,5,2015000,8.4,3015,5,2,4,1017,,5498
Newport,4,930000,8.4,3015,4,3,3,278,188,5498
Newport,3,1151000,8.4,3015,2,1,5,571,120,5498
Newport,4,820000,8.4,3015,4,2,2,753,204,5498
Newport,2,670000,8.4,3015,2,1,1,190,,5498
Newport,3,1040000,8.4,3015,3,1,2,595,,5498
Newport,4,1316000,8.4,3015,4,2,3,539,,5498
Newport,2,816000,8.4,3015,2,1,1,315,104,5498
Newport,3,945000,8.4,3015,4,2,1,487,190,5498
Newport,1,643700,8.4,3015,1,1,0,129,45,5498
Newport,2,760000,8.4,3015,2,1,2,255,109,5498
Newport,8,881000,8.4,3015,6,2,4,663,190,5498
Newport,3,900000,8.4,3015,3,2,2,360,168,5498
Niddrie,3,830000,11.2,3042,3,3,2,303,236,2291
Niddrie,3,780000,11.2,3042,3,2,2,274,,2291
Niddrie,3,1020000,11.2,3042,3,1,2,650,,2291
Niddrie,1,1330000,11.2,3042,1,1,1,846,,2291
Niddrie,4,1126000,11.2,3042,4,2,2,650,150,2291
Niddrie,3,1235000,11.2,3042,3,2,1,0,204,2291
Niddrie,2,457000,11.2,3042,2,1,1,0,89,2291
Niddrie,2,660000,11.2,3042,2,2,1,217,113,2291
Niddrie,3,770000,11.2,3042,3,2,1,313,145,2291
Niddrie,3,895500,11.2,3042,3,2,2,347,,2291
Niddrie,4,1350000,11.2,3042,4,3,2,747,242,2291
Niddrie,3,820000,11.2,3042,3,2,1,229,180,2291
Niddrie,2,617500,11.2,3042,2,1,1,237,,2291
Niddrie,2,490000,11.2,3042,2,1,1,142,,2291
Niddrie,3,800000,11.2,3042,3,2,1,0,,2291
Niddrie,3,991000,11.2,3042,3,1,1,716,139,2291
Niddrie,3,970000,11.2,3042,3,2,1,320,167,2291
Niddrie,2,657000,11.2,3042,2,2,1,268,104,2291
Niddrie,3,710000,11.2,3042,3,2,1,317,140,2291
Niddrie,3,840000,11.2,3042,3,1,2,603,,2291
Niddrie,3,975000,11.2,3042,3,1,1,822,,2291
Niddrie,3,600000,11.2,3042,3,2,1,164,,2291
Niddrie,4,875000,11.2,3042,4,3,1,321,,2291
Niddrie,3,785000,11.2,3042,3,1,2,620,,2291
Niddrie,3,840000,11.2,3042,3,2,2,374,180,2291
Niddrie,3,1076000,11.2,3042,3,1,1,654,,2291
Niddrie,4,850000,11.2,3042,4,3,2,641,,2291
Niddrie,5,1400000,11.2,3042,4,2,2,650,290,2291
Niddrie,4,1080000,11.2,3042,3,3,2,539,162,2291
Niddrie,3,1065000,11.2,3042,3,1,2,653,,2291
Niddrie,3,773000,11.2,3042,3,2,2,403,,2291
Niddrie,3,700000,11.2,3042,3,1,1,202,,2291
Niddrie,3,760000,11.2,3042,3,2,1,198,,2291
Niddrie,2,1190000,11.2,3042,2,1,2,650,,2291
Niddrie,3,1015000,11.2,3042,3,1,1,643,125,2291
Niddrie,3,875000,11.2,3042,3,1,0,656,,2291
Niddrie,3,1020000,11.2,3042,3,1,1,650,,2291
Niddrie,3,773000,11.2,3042,3,1,1,275,,2291
Niddrie,2,522500,11.2,3042,2,1,1,167,,2291
Niddrie,3,1100000,11.2,3042,3,1,1,655,,2291
Niddrie,2,1007000,11.2,3042,2,1,1,646,,2291
Niddrie,4,1245000,11.2,3042,4,3,3,0,225,2291
Niddrie,3,1155000,11.2,3042,3,2,3,653,,2291
Niddrie,3,746000,11.2,3042,3,1,1,256,,2291
Niddrie,4,1160000,11.2,3042,4,3,2,424,,2291
Niddrie,3,1105000,11.2,3042,3,1,1,643,119,2291
Niddrie,2,591000,11.2,3042,2,1,1,269,,2291
Niddrie,3,960000,11.2,3042,3,1,1,645,,2291
Niddrie,3,815000,11.2,3042,3,2,2,203,,2291
North Melbourne,4,2920000,2.3,3051,4,3,4,310,276,6821
North Melbourne,3,1635000,2.3,3051,2,1,0,517,,6821
North Melbourne,1,491000,2.3,3051,1,1,1,0,,6821
North Melbourne,2,540000,2.3,3051,2,1,1,0,65,6821
North Melbourne,1,340000,2.3,3051,1,1,1,0,,6821
North Melbourne,2,726000,2.3,3051,2,1,1,0,64,6821
North Melbourne,3,1340000,2.3,3051,3,1,0,83,129,6821
North Melbourne,2,1105000,2.3,3051,2,2,1,88,119,6821
North Melbourne,2,841000,2.3,3051,2,1,1,215,0,6821
North Melbourne,2,528500,2.3,3051,2,1,1,0,74,6821
North Melbourne,2,585000,2.3,3051,2,1,1,0,,6821
North Melbourne,2,645000,2.3,3051,2,1,1,0,,6821
North Melbourne,1,410000,2.3,3051,1,1,1,1045,55,6821
North Melbourne,2,550000,2.3,3051,2,1,2,0,54,6821
North Melbourne,2,470000,2.3,3051,2,1,1,0,,6821
North Melbourne,2,470000,2.3,3051,2,1,1,0,57,6821
North Melbourne,2,475000,2.3,3051,2,1,1,0,,6821
North Melbourne,2,640000,2.3,3051,2,2,1,0,84,6821
North Melbourne,4,1330000,2.3,3051,3,2,1,246,,6821
North Melbourne,2,720000,2.3,3051,2,2,1,0,98,6821
North Melbourne,2,888000,2.3,3051,2,1,1,0,,6821
North Melbourne,3,1325000,2.3,3051,3,2,1,97,139,6821
North Melbourne,1,368000,2.3,3051,1,1,1,0,52,6821
North Melbourne,3,1300000,2.3,3051,3,2,2,67,,6821
North Melbourne,2,450000,2.3,3051,2,1,1,1588,71,6821
North Melbourne,3,1385000,2.3,3051,3,2,0,118,150,6821
North Melbourne,2,990000,2.3,3051,2,2,1,584,120,6821
North Melbourne,2,440000,2.3,3051,2,1,1,0,,6821
North Melbourne,2,606000,2.3,3051,2,1,2,0,84,6821
North Melbourne,1,450000,2.3,3051,1,1,1,0,60,6821
North Melbourne,3,1470000,2.3,3051,2,1,0,232,93,6821
North Melbourne,2,591500,2.3,3051,2,1,1,0,,6821
North Melbourne,2,1300000,2.3,3051,2,2,1,0,,6821
North Melbourne,2,1010000,2.3,3051,2,2,0,109,100,6821
North Melbourne,2,1266000,2.3,3051,2,1,0,161,106,6821
North Melbourne,2,620000,2.3,3051,2,1,2,0,69,6821
North Melbourne,2,540000,2.3,3051,2,1,1,0,,6821
North Melbourne,2,1200000,2.3,3051,2,2,1,146,,6821
North Melbourne,2,630000,2.3,3051,2,1,1,0,75,6821
North Melbourne,2,560000,2.3,3051,2,1,1,2300,68,6821
North Melbourne,2,800000,2.3,3051,2,2,1,55,,6821
North Melbourne,2,665500,2.3,3051,2,2,1,0,96,6821
North Melbourne,2,550055,2.3,3051,2,1,2,1004,65,6821
North Melbourne,1,358000,2.3,3051,1,1,1,649,43,6821
North Melbourne,1,320000,2.3,3051,1,1,1,0,45,6821
North Melbourne,3,1000000,2.3,3051,3,2,1,61,170,6821
North Melbourne,2,598000,2.3,3051,2,1,1,0,85,6821
North Melbourne,2,950000,2.3,3051,2,2,1,0,2,6821
North Melbourne,3,1065000,2.3,3051,3,2,1,64,,6821
North Melbourne,2,885000,2.3,3051,2,1,1,111,73,6821
North Melbourne,2,587134,2.3,3051,2,1,1,0,1,6821
Northcote,2,1286000,5.5,3070,2,1,1,245,108,11364
Northcote,3,1200000,5.5,3070,3,1,1,215,125,11364
Northcote,3,1382500,5.5,3070,3,2,2,286,188,11364
Northcote,2,630000,5.5,3070,2,2,1,0,,11364
Northcote,4,1600000,5.5,3070,4,2,1,464,179,11364
Northcote,3,1310000,5.5,3070,3,2,1,267,,11364
Northcote,2,1035000,5.5,3070,2,1,0,140,,11364
Northcote,3,1980000,5.5,3070,3,2,4,613,,11364
Northcote,2,592000,5.5,3070,2,1,2,0,,11364
Northcote,3,1335000,5.5,3070,3,1,3,520,,11364
Northcote,3,1710000,5.5,3070,3,1,1,247,160,11364
Northcote,4,1590000,5.5,3070,4,1,1,484,,11364
Northcote,6,2000000,5.5,3070,6,2,2,772,257,11364
Northcote,2,583000,5.5,3070,2,2,1,0,69,11364
Northcote,2,418000,5.5,3070,2,1,1,1882,,11364
Northcote,3,860000,5.5,3070,3,1,1,213,,11364
Northcote,2,650000,5.5,3070,2,2,2,55,100,11364
Northcote,4,1700000,5.5,3070,4,2,1,415,218,11364
Northcote,2,1575000,5.5,3070,2,1,3,607,126,11364
Northcote,2,950000,5.5,3070,2,1,1,191,73,11364
Northcote,3,1655000,5.5,3070,3,1,3,472,101,11364
Northcote,4,1950000,5.5,3070,4,1,2,608,,11364
Northcote,4,905000,5.5,3070,2,1,1,314,,11364
Northcote,3,1255000,5.5,3070,3,2,1,259,156,11364
Northcote,2,601000,5.5,3070,2,1,1,0,,11364
Northcote,2,1020000,5.5,3070,2,1,2,347,115,11364
Northcote,1,435000,5.5,3070,1,1,2,0,55,11364
Northcote,2,790000,5.5,3070,2,1,1,136,78,11364
Northcote,3,990000,5.5,3070,2,1,2,497,,11364
Northcote,2,605000,5.5,3070,2,1,2,0,65,11364
Northcote,4,2270000,5.5,3070,4,2,2,440,,11364
Northcote,1,385000,5.5,3070,1,1,0,0,41,11364
Northcote,2,900000,5.5,3070,2,1,0,367,,11364
Northcote,4,1340000,5.5,3070,4,1,2,0,,11364
Northcote,3,1300000,5.5,3070,3,2,1,379,,11364
Northcote,4,1310000,5.5,3070,4,2,2,282,,11364
Northcote,2,1112000,5.5,3070,4,1,2,238,,11364
Northcote,2,910000,5.5,3070,2,1,2,229,,11364
Northcote,3,830000,5.5,3070,3,3,1,55,,11364
Northcote,4,2100000,5.5,3070,4,1,2,0,,11364
Northcote,3,1190000,5.5,3070,3,1,1,445,125,11364
Northcote,3,865000,5.5,3070,3,1,2,184,108,11364
Northcote,4,2175000,5.5,3070,5,2,1,573,186,11364
Northcote,3,1085000,5.5,3070,3,1,2,610,,11364
Northcote,1,312000,5.5,3070,1,1,1,0,39,11364
Northcote,1,320000,5.5,3070,1,1,0,0,,11364
Northcote,2,890000,5.5,3070,2,1,1,225,92,11364
Northcote,5,2700000,5.5,3070,4,3,3,490,331,11364
Northcote,2,1101000,5.5,3070,2,1,0,229,99,11364
Northcote,3,926000,5.5,3070,3,1,2,380,,11364
Northcote,3,1050000,5.5,3070,3,1,0,158,106,11364
Northcote,3,1010000,5.5,3070,3,1,1,178,124,11364
Northcote,5,2155000,5.5,3070,5,2,2,692,,11364
Northcote,2,430000,5.5,3070,2,1,1,0,,11364
Northcote,3,1900000,5.5,3070,3,1,1,522,174,11364
Northcote,2,888000,5.5,3070,2,1,1,190,102,11364
Northcote,2,1020000,5.5,3070,2,1,1,354,97,11364
Northcote,3,1160000,5.5,3070,2,3,2,425,,11364
Northcote,2,844000,5.5,3070,2,1,1,174,106,11364
Northcote,3,1860000,5.5,3070,2,3,1,448,,11364
Northcote,3,1676000,5.5,3070,3,1,2,401,,11364
Northcote,3,900000,5.5,3070,3,2,2,608,138,11364
Northcote,3,1300000,5.5,3070,3,1,1,328,135,11364
Northcote,3,810000,5.5,3070,3,1,2,150,119,11364
